0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
21-01-0340-45,21-004,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO OSCAR DE LEÓN PALACIOS,"LOTES 6F, 7F, 159F Y 160F, LOTIFICACIÓN LOS EUCALIPTOS",79220029,VICTOR MANUEL PORTILLO RECINOS,LUCERO ZELESTE MORALES CONTRERAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
21-01-0341-45,21-004,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO OSCAR DE LEÓN PALACIOS,"LOTES 6F, 7F, 159F Y 160F, LOTIFICACIÓN LOS EUCALIPTOS",79220029,VICTOR MANUEL PORTILLO RECINOS,LUCERO ZELESTE MORALES CONTRARERAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-01-0342-45,21-004,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO OSCAR DE LEÓN PALACIOS,"LOTES 6F, 7F, 159F Y 160F, LOTIFICACIÓN LOS EUCALIPTOS",79220029,VICTOR MANUEL PORTILLO RECINOS,LUCERO ZELESTE MORALES CONTRERAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-01-0345-45,21-004,JALAPA,JALAPA,"INSTITUTO TÉCNICO INDUSTRIAL ""ALBERT EINSTEIN""","7A. AVENIDA 2-46 ZONA 1, BARRIO LA DEMOCRACIA",79225240,VICTOR MANUEL PORTILLO RECINOS,CLAUDIA SUCELY JIMÉNEZ JACOBO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-01-0348-45,21-004,JALAPA,JALAPA,"COLEGIO PRIVADO ""MONTE ALTO""","2A. CALE ""C"" 8-61 ZONA 1 BARRIO LA DEMOCRACIA",77964410,VICTOR MANUEL PORTILLO RECINOS,EDNA ADELINA SANTIAGO ORDOÑEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-01-0356-45,21-004,JALAPA,JALAPA,COLEGIO MIXTO BILINGÜE DISCOVERY,"3A. CALLE 0-59 ZONA 6, BARRIO CHIPILAPA",79225150,VICTOR MANUEL PORTILLO RECINOS,CORINA SUSIBEL ORTÍZ GONZÁLEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-01-0358-45,21-004,JALAPA,JALAPA,"COLEGIO PARTICULAR MIXTO ""LICEO JALAPA""","CALLE TRÁNSITO ROJAS 7-60 ZONA 1, BARRIO LA DEMOCRACIA",79220013,VICTOR MANUEL PORTILLO RECINOS,LESLY PRISCILA CARRERA RUÍZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-01-0360-45,21-004,JALAPA,JALAPA,INSTITUTO GUATEMALTECO DE AVIACIÓN Y TURISMO -IGAT-,"3RA. AVENIDA 0-51 ZONA 1, BARRIO LA DEMOCRACIA",79223446,VICTOR MANUEL PORTILLO RECINOS,BEATRÍZ ADRIANA LINARES MONZÓN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-01-0363-45,21-017,JALAPA,JALAPA,INEB,ALDEA LA PASTORÍA,50160243,MANUEL DANILO REYES GONZALEZ,LIBDA MARLENY CASTAÑAZA SILVA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
21-01-0364-45,21-004,JALAPA,JALAPA,"COLEGIO PRIVADO ""MONTE ALTO""","2A. CALLE ""C"" 8-61 ZONA 1, BARRIO LA DEMOCRACIA",55630606,VICTOR MANUEL PORTILLO RECINOS,KENNETH JULIO CASTILLO SANTIAGO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-01-0367-45,21-004,JALAPA,JALAPA,COLEGIO BILINGÜE EL BOSQUE,"5TA. AVENIDA 1-39 ZONA 2, BARRIO SAN FRANCISCO",57277237,VICTOR MANUEL PORTILLO RECINOS,WALTER ELIÚ LÓPEZ OSCAL,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-01-0371-45,21-004,JALAPA,JALAPA,CENTRO ESTUDIANTIL TORRE FUERTE,"KILÓMETRO 4, ALDEA SANSAYO",51445076,VICTOR MANUEL PORTILLO RECINOS,KAREN MARIELA ZAPATA ARTEAGA,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
