0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
07-04-0732-45,07-006,SOLOLA,SANTA LUCIA UTATLAN,INEB BILINGUE ADSCRITO A ESCUELA NORMAL REGIONAL DE OCCIDENTE,CANTON CHUCHEXIC PARCELAMIENTO EL MOLINO SAN PEDRO,78234597,LESTER FRANCISCO PUAC COCHOY,MOISES MARIANO SAY SOLÍS,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SOLOLÁ
07-04-2380-45,07-006,SOLOLA,SANTA LUCIA UTATLAN,INEB DE TELESECUNDARIA,CANTON PAMEZABAL,50462542,LESTER FRANCISCO PUAC COCHOY,LEA JEMIMA ALVAREZ TZOC,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLÁ
07-04-2870-45,07-032,SOLOLA,SANTA LUCIA UTATLAN,INSTITUTO MIXTO DE EDUCACIÓN BÁSICA POR COOPERATIVA,"CANTON CHUCHEXIC, CASERIO XESAMPUAL",53367077,MOISÉS ISRAEL SAQUÍC JOJ,ESTEBAN CATARINO CHÁVEZ TACÁN,BASICO,COOPERATIVA,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
07-04-2871-45,07-006,SOLOLA,SANTA LUCIA UTATLAN,COLEGIO EVANGELICO INTEGRAL EL MESIAS,1RA. AVENIDA 3-34 ZONA 1,77221549,LESTER FRANCISCO PUAC COCHOY,ELSA MAURA COCHOY ALVA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
07-04-2957-45,07-032,SOLOLA,SANTA LUCIA UTATLAN,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED N. 47,CANTON PAHAJ CASERIO CHUIATZAM,58996734,MOISÉS ISRAEL SAQUÍC JOJ,CARLOS RIGOBERTO ARANA VÁSQUEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLÁ
07-04-3029-45,07-006,SOLOLA,SANTA LUCIA UTATLAN,COLEGIO PRIVADO DR. JORGE ROMERO IMERY,"BARRIO ""EL ROSARIO""",77221518,LESTER FRANCISCO PUAC COCHOY,MARCOS JOSUÉ AQUINO NORIEGA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
07-04-3082-45,07-006,SOLOLA,SANTA LUCIA UTATLAN,COLEGIO Q UMARKAJ,"PARAJE CRUZ B, CANTÓN PAHAJ",41011018,LESTER FRANCISCO PUAC COCHOY,ALLAN MAGDIEL GODOY VÁSQUEZ,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLÁ
07-05-0001-45,07-014,SOLOLA,NAHUALA,INSTITUTO DE EDUCACION BASICA DEL PROGRAMA NUFED NO. 21,"CASERIO PALA, ALDEA CHUACHINUP",33860006,FRANCISCO AARÓN MATUL MÉNDEZ,SANTOS MÁS CARAC,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
07-05-0051-45,07-009,SOLOLA,NAHUALA,INEB,ALDEA XEJUYUP,54442883,MANUEL CHOVÓN GUACHIAC,ANA MARIA LOPEZ COTIY,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
07-05-0052-45,07-007,SOLOLA,NAHUALA,INEB,1A. AVENIDA 8A-062 ZONA 3,46823170,DAVID FERNANDO PAZ LOPEZ,HONORIA DE JESÚS TUJ TZAJ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
07-05-0055-45,07-007,SOLOLA,NAHUALA,INEB DE TELESECUNDARIA,CASERIO PACHUTIQUIM,32054912,DAVID FERNANDO PAZ LOPEZ,PEDRO IXMATÁ IXMATÁ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
07-05-0056-45,07-007,SOLOLA,NAHUALA,INEB DE TELESECUNDARIA,CASERIO PALANQUIX LOMA,,DAVID FERNANDO PAZ LOPEZ,DIEGO JORGE CHOVÓN GUARCHAJ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
